id,result,user_email,company_name,name,main_category,company_URL,linkedin_URL,category,message,twitter_URL,pricing,image,company_description,referrenceId
11,Accepted,,Gling,,Video,https://www.gling.ai/,https://www.linkedin.com/company/gling-ai/,Video Editing,,https://twitter.com/gling_ai,https://gling.notion.site/Gling-s-Pricing-Policy-3f09d1973cc944ed844a65fedce7a7b5,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710431234160000.jpeg?alt=media&token=e7bfaf79-cf34-49bf-9d92-9ef13ab00269,"Gling AI is a video editing tool designed to assist YouTube creators by automating the editing process. It uses artificial intelligence to identify and remove silences, bad takes, and disfluencies from raw video and audio recordings. The platform supports multiple languages and integrates with popular editing software like Final Cut Pro, DaVinci Resolve, and Adobe Premiere. Gling offers a free trial for the first video edit, after which a subscription is required, although a creators program is available for YouTubers. Additionally, Gling provides an affiliate program where users can earn revenue from referrals.",13GoZY19W9MSt3VXcAfN
12,Accepted,,Canva,,Action,https://www.canva.com/,https://www.linkedin.com/company/canva/,Design,,https://twitter.com/canva,https://www.canva.com/pro/,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710489680700000.jpg?alt=media&token=af7f5bb0-2ec3-4499-b57f-7143f2e6f488,"Canva is a user-friendly graphic design tool that allows individuals to create a wide range of visual content with ease. It offers a vast library of templates, images, and illustrations to help users design anything from social media graphics to presentations and more. Canva’s intuitive drag-and-drop interface simplifies the design process, making it accessible even for those with no prior design experience. Additionally, Canva provides collaboration features for teams to work together on projects, and its platform is available on both web and mobile devices, ensuring flexibility and convenience for users worldwide. Whether for personal or professional use, Canva empowers users to bring their creative ideas to life.",1u9UROkG2oHpi3YU6YKn
13,Declined,,Kane & Alessia GPT,,Other,,https://www.linkedin.com/company/openai,Custom GPTs,,https://x.com/OpenAI,https://openai.com/api/pricing/,https://th.bing.com/th/id/OIP.trE6pDtUHHqDMddpeKL5oAAAAA?rs=1&pid=ImgDetMain,"Kane & Alessia GPT is an entrepreneurial-focused AI designed to help users excel in business. Drawing from expert insights, particularly from Brendon Burchard's Millionaire Experts Foundation, this GPT offers comprehensive training on building and monetizing brands, creating effective marketing strategies, and mastering online business domination. Emphasizing practical, actionable steps, continuous learning, and a commitment to integrity, Kane & Alessia GPT aims to support users in transforming their expertise into lucrative, sustainable businesses, guiding them every step of the way.",1uBB2u2SSlAOCuBzjVLB
14,Accepted,,Fireflies AI,,Audio,http://fireflies.ai/,https://www.linkedin.com/company/fireflies-inc/,Transcription,,https://twitter.com/firefliesai,https://fireflies.ai/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710433475785000.jpg?alt=media&token=005f6de0-3e3e-40b1-8eae-558fb83843c9,"Fireflies.ai is an AI-driven platform that enhances meeting productivity by offering features like real-time transcription, automated meeting notes, and a powerful search function to find specific topics within conversations. It facilitates collaboration by allowing users to interact with meeting transcriptions, integrates with popular apps, and provides insights for performance improvement. Additionally, it automates workflows and creates a self-updating knowledge base from voice conversations, making it a valuable tool for teams looking to streamline their meeting management and increase overall efficiency.",24ViI6WO8bZ9DE13F40U
15,Accepted,,PimEyes,,Image,https://pimeyes.com/,,Image Search,,https://x.com/PimEyesOfficial/status/1645325649526046720,https://pimeyes.com/en/premium,https://pbs.twimg.com/profile_images/1526881953923866624/MizQxgMZ_400x400.jpg,"PimEyes is an online face search engine that uses facial recognition technology to perform reverse image searches. Users can upload a photo to find where images containing their face appear on the internet. The platform helps protect privacy, detect unauthorized use of images, and monitor online presence. PimEyes supports high-accuracy searches, providing detailed results and enabling users to set alerts for new matches.
",2Brnj0W3Qtlu8KnnMoeF
16,Accepted,,Calendly,,Action,https://calendly.com/,https://www.linkedin.com/company/calendly/life/lifeatcalendly/,Plan Automation,,https://twitter.com/Calendly,https://calendly.com/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710486252030000.png?alt=media&token=095bb208-b979-4e80-8602-f8bff3bd8146,"Calendly is an online platform designed to simplify the process of scheduling appointments. It eliminates the need for back-and-forth emails to find a suitable meeting time, offering a more efficient solution. The platform supports team-based scheduling and provides solutions and integrations for various departments, along with advanced security features. It’s widely used by individuals and businesses of all sizes, from small startups to Fortune 100 companies, to streamline the scheduling process, close deals, land candidates, build relationships, and enhance overall productivity.",2mwDG6vusNYfD0894HpQ
17,Accepted,,Maax AI,,Action,https://www.maax.ai (contact our team to get a cool deal!),https://www.linkedin.com/company/maax-ai/,Conversational AI,,,,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710501897351000.jpg?alt=media&token=40af0167-b74c-4289-a150-1fdd626902bd,"Maax AI offers a suite of AI solutions aimed at enhancing customer service and engagement for coaches, experts, and agencies. Their products include MaaxDesk, an AI-powered customer service platform; MaaxBot, a chatbot for automating customer interactions; and MaaxVoice, a voice assistant for phone-based customer service. These tools are designed to automate routine activities, improve sales strategies, and provide personalized support, thereby fostering robust customer engagement.",2vgGdFtm5LkBOWy7rpDg
18,Accepted,,Dante,,Text,,https://www.linkedin.com/company/dante-ai/,Chatbot,,https://x.com/_DanteAI,https://www.dante-ai.com/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FQzHkqn1BvRUvTkEyL7FW3McEjGq1%2Fuploads%2F1722009495311000.jpeg?alt=media&token=4a298365-a439-4045-b8bd-b698bf94d8ad,already there in Action,2xcWaMeZiUBcWTnFa49O
19,Accepted,,Pixlr E,,Images,https://pixlr.com/e/,https://www.linkedin.com/company/pixlr/,Image Editors,,https://twitter.com/pixlr/,https://pixlr.com/pricing/,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710435153828000.jpeg?alt=media&token=3d3227d9-c602-416d-9cd3-9c54f90881da,"Pixlr E is an advanced photo editor designed for both professionals and enthusiasts. It offers a range of features like layers, masks, and a wide array of adjustment tools for tasks such as retouching, compositing images, or creating designs. Users can customize their workspace, collaborate in real-time, and access their photos across devices. Pixlr E supports various file formats and provides a user-friendly interface for editing and sharing images.",3Ao1Bh5VNqpW0HTNXHey
20,Accepted,,Trickle,,Productivity,https://www.trickle.so,https://www.linkedin.com/company/trickleai/,Productivity,,https://twitter.com/Trickle_HQ,https://www.trickle.so/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710491791660000.png?alt=media&token=43865679-7db4-470a-abba-cd39397edf89,"Trickle is an AI-driven platform that helps you manage and make sense of your screenshots. It uses GPT-4 Vision to transform screenshots into insightful summaries, making it easier to organize and retrieve information. With Trickle, you can declutter your camera roll, digitize handwritten content, and search your screenshots with ease. It’s particularly useful for tasks like industrial research, visual memos, UX copywriting, and more. The platform also integrates with key tools in your stack for quick capturing and syncing.",3QT6ksVudH4obrZsXmka
21,Accepted,,QuickTime,,Audio,https://support.apple.com/downloads/quicktime,,Audio Editing,,,,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710491154468000.png?alt=media&token=a4a225e0-5883-4e22-90be-fb39fd38ff5b,"QuickTime is a multimedia platform developed by Apple that allows users to play, record, edit, and share audio and video files. It’s known for its high-quality playback capabilities and support for a wide range of file formats. QuickTime Player, the software used to play back media files, comes pre-installed on all Mac computers and is also available for Windows. The platform also includes QuickTime Pro, which offers additional features for editing and converting media files. Despite its popularity, Apple has discontinued QuickTime for Windows, so updates and support are no longer provided for this version.",3T6EQ8MPfQ6EtoDhsntl
22,Accepted,,Mega-Prompt Generator,,Text,https://chat.openai.com/g/g-1ObGhQpzP-mega-prompt-generator,https://www.linkedin.com/company/god-of-prompt/,Content creation,,https://x.com/godofprompt,https://www.godofprompt.ai/complete-ai-bundle#product-buy,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FQzHkqn1BvRUvTkEyL7FW3McEjGq1%2Fuploads%2F1722009769778000.jpeg?alt=media&token=0f9865ef-8c0c-4129-be89-817143a2f0ff,"The GPT described is designed to generate comprehensive, detailed content prompts for various digital marketing tasks, including SEO articles, Reddit ads, Twitter ads, marketing task prioritization, LinkedIn post template conversion, hot take tweets, social media hooks, and more. Each prompt is structured to ensure the content is engaging, SEO-optimized, and suitable for the target platform and audience.",3TOqB81pdqEXlXBVh58z
23,Accepted,,Groove,,Action,https://www.groove.cm/,https://www.linkedin.com/company/groovedigital-software,Productivity,,https://x.com/_groovedigital,https://groove.cm/pricing,https://pbs.twimg.com/profile_images/1275085264247910401/ihNvO5RI_400x400.jpg,"Groove.cm is an all-in-one marketing and automation platform designed to build websites, funnels, and digital products. It integrates tools for email marketing, video hosting, e-commerce, membership management, and more. Groove.cm aims to simplify online business operations by providing a comprehensive suite of apps under one subscription, making it easy to manage various aspects of digital marketing and sales.",3e9tpZl4DLeTt5tYHOA6
24,Accepted,,WebChatGPT,,Text,https://chrome.google.com/webstore/detail/webchatgpt-chatgpt-with-i/lpfemeioodjbpieminkklglpmhlngfcn,https://www.linkedin.com/company/openai/,Conversational AI,,https://twitter.com/OpenAI,https://openai.com/chatgpt/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710432597257000.jpeg?alt=media&token=7f78afec-acbb-4e45-9992-294b95a9b084,"This free extension adds relevant web results to your prompts to ChatGPT for more accurate and up-to-date conversations.

It also provides a free one-click ChatGPT prompt library with hundreds of high-quality prompts that can revolutionize your daily tasks and assist in solving your small business problems with one click.

Furthermore, it includes a useful prompt management tool that allows you to create and utilize your own prompt templates in ChatGPT to speed up repetitive tasks as you work.",3q1jGr8ekaiLYvOWShtB
25,Declined,,Hume (Preview),,Audio,,https://www.linkedin.com/company/hume-ai/, speech recognition,,https://twitter.com/hume_ai,https://platform.hume.ai/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FQzHkqn1BvRUvTkEyL7FW3McEjGq1%2Fuploads%2F1722225914472000.png?alt=media&token=c2cf62f7-15f1-4e2a-8eda-f41f808e9076,Hume AI's Voice-to-Voice Demo showcases their advanced AI capabilities in analyzing and generating emotional speech. It allows users to experience how the AI can detect and reproduce a wide range of emotional expressions in voice. This demo serves as a practical example of Hume AI's technology in creating more empathic and expressive AI interactions.,422xtJswEajv9ANICzi0
26,Accepted,,Fotor,,Image,https://www.fotor.com/,https://hk.linkedin.com/company/fotor.com,Image Editors,,https://x.com/fotor_com,https://www.fotor.com/pricing/,https://pbs.twimg.com/profile_images/1688469022185332736/vscLIYws_400x400.jpg,"Fotor is an online photo editor offering a range of features for enhancing and editing photos effortlessly. It includes tools for basic adjustments, advanced editing, AI enhancements, background removal, object removal, and generating AI art. Fotor also provides templates for creating designs, collages, and avatars, making it suitable for both professionals and amateurs.
",44ZCJFnHZVdLicYbNtki
27,Accepted,,Unscreen,,Video,https://www.unscreen.com,https://www.linkedin.com/products/kaleido-ai-unscreen/,Video Editing,,https://twitter.com/unscreencom,https://www.unscreen.com/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710431942590000.png?alt=media&token=31e3f3b8-69ea-45b7-bf06-18c7576352be,"Unscreen.com is a cutting-edge online platform that offers users the ability to remove video backgrounds effortlessly and automatically. It eliminates the need for traditional chroma keying and greenscreen techniques, providing a simple solution that requires no manual selection of pixels or colors. Unscreen analyzes videos and generates high-quality results without any user intervention. Additionally, it offers a Pro version with advanced features like full HD resolution, no watermark, and audio support, as well as plugins for popular video editing software like Adobe Premiere Pro and After Effects. This service is particularly useful for content creators who require quick and efficient background removal for their video projects.",4B6PXuRDlUYtOryY83K7
28,Accepted,,QuillBot,,Text,https://chrome.google.com/webstore/detail/quillbot-ai-grammar-and-w/iidnbdjijdkbmajdffnidomddglmieko,https://www.linkedin.com/company/quillbot/,Writing assistant,,https://twitter.com/thequillbot?lang=en,,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710432538875000.jpeg?alt=media&token=52986bd5-0c6d-4791-9431-17ee52a2c5be,"QuillBot is an AI-powered writing assistant that simplifies and enhances your writing process. Whether you’re a student, professional, or language enthusiast, QuillBot offers several features to improve your writing. Its paraphrasing tool allows you to rephrase sentences, paragraphs, or entire articles, with customizable options for vocabulary change. Integration with Chrome and Microsoft Word ensures seamless usage. QuillBot’s predefined modes cater to different writing styles, from standard to creative. Overall, it’s a valuable tool for anyone seeking polished and error-free writing.",4EqEdvTI5acArZN7BHzi
29,Accepted,,Shopify,,Action,https://www.shopify.com,https://www.linkedin.com/company/shopify,E-commerce,,https://x.com/shopify,https://www.shopify.com/pricing,https://cdn.shopify.com/shopifycloud/help/assets/sharing/share-image-generic-bd3ce342a910c2489b672b00e45c74b1b1548662c41448e456547fa5b6e0f585.png,"Shopify is an e-commerce platform that allows individuals and businesses to create and manage their own online stores. It offers tools for designing websites, managing products, processing payments, and handling shipping. Shopify supports businesses of all sizes, providing a scalable solution for online retail.
",4ZDXj4mNtYvefSbKBwzB
30,Accepted,,Stable Diffusion Dream Studio,,Image, https://dreamstudio.ai/generate,,Image generation,,https://x.com/dreamstudioai?lang=en,,https://pbs.twimg.com/profile_images/1642997247083200514/2Qe1msK__400x400.jpg,"DreamStudio by Stability AI is a platform for generating high-quality images from text prompts using advanced AI models. It allows users to create photorealistic images, illustrations, and digital art with simple text inputs. The platform offers customization options for fine-tuning outputs and supports various artistic styles.",4iIJQCh1YL9cKudjGdew
31,Accepted,,BeFunky,,Images,https://www.befunky.com/,https://www.linkedin.com/company/befunky/,Image Editors,,https://twitter.com/befunky,,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710434594691000.jpeg?alt=media&token=fa2a522b-9240-4320-8b63-3d6f9cecc468,"BeFunky is a comprehensive online platform that combines photo editing, collage making, and graphic design into one seamless experience. It’s designed to be powerful yet user-friendly, catering to both professionals and hobbyists. With a variety of tools like touch-up features, batch processing, and unique photo-to-art effects, BeFunky simplifies the creative process. Users can easily transform ordinary photos into extraordinary works of art or design engaging graphics for various purposes, all without the need for complicated software.",5FbjnowEJPF03WeEf61E
32,Accepted,,Google Health,,Action,,https://www.linkedin.com/showcase/google-health/?trk=public_post_feed-actor-name,Productivity,,https://x.com/GoogleHealth?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FQzHkqn1BvRUvTkEyL7FW3McEjGq1%2Fuploads%2F1722013158547000.jpg?alt=media&token=c0a82452-5105-4d54-a42e-45ef9bb2bf50,"Google Health aims to enhance health and wellness through innovative technology, providing products and services for consumers, caregivers, communities, and researchers. It focuses on empowering individuals with information, developing AI for healthcare applications like cancer diagnosis and diabetic retinopathy prevention, and fostering partnerships to advance medical research and care delivery.",5YcqK0vpzm6wfqYO6OBO
33,Accepted,,LOVO,,Audio,https://lovo.ai/,https://www.linkedin.com/company/lovoai/,Text to Speech,,https://x.com/lovolabs,https://lovo.ai/pricing,https://pbs.twimg.com/profile_images/1616417664347574274/8VNiDe2d_400x400.jpg,"LOVO.ai is an advanced AI voice generator and text-to-speech platform that offers over 500 voices in 100 languages. It provides tools for creating realistic voiceovers, syncing audio with video, generating subtitles, and producing high-quality content for various applications such as marketing, education, and entertainment. LOVO.ai also features voice cloning and AI art generation.",5YeQUnd7gEPdcExTDiEZ
34,Accepted,,Doodly,,Video,https://www.voomly.com/doodly,,Video Generation,,,https://www.voomly.com/doodly-pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710491863187000.png?alt=media&token=fa1fa043-31fd-46e8-92c4-7331b127bf5e,"Doodly, offered by Voomly Cloud, is a user-friendly whiteboard animation software that allows anyone, regardless of technical or design skills, to create professional, realistic doodle videos in minutes. It’s designed to engage and convert viewers through simple yet powerful videos that can be used for sales, social media, or just for fun. With Doodly, users can draw various cool things to entertain and engage their audience. The software is available for both Mac and PC and comes with a free 14-day trial. Additionally, Doodly is part of the Voomly Cloud suite, which includes other content creation tools like Toonly, Talkia, and People Builder, providing a comprehensive solution for online video content creation.",5jtv3TV0X5ZjrOgh6pN5
35,Accepted,,Curious Thing,,Audio,https://curiousthing.io/,https://www.linkedin.com/company/curiousthing-io/,Voice assistant,,https://twitter.com/CuriousThingAI,https://curiousthing.io/help/how-much-does-curious-thing-ai-cost,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710434128424000.jpg?alt=media&token=500f9062-3dd4-40a3-a054-00a1bcc2fce2,"Curious Thing AI offers Voice AI Assistants for businesses of all sizes, designed to handle both inbound and outbound customer conversations.Curious Thing AI aims to improve operational efficiency, customer satisfaction, and business scalability through its voice AI technology.",5pl4dmOymJFNS7GeL8ZB
36,Accepted,,Visper,,Video,,https://www.linkedin.com/showcase/visper,Video Generation,,,https://visper.tech/en,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FQzHkqn1BvRUvTkEyL7FW3McEjGq1%2Fuploads%2F1722009970634000.png?alt=media&token=660eca36-a39e-421d-a4ef-3ba79a28dc08,"Visper is a cutting-edge technology platform designed to enhance digital communication through AI-powered video creation. It allows users to generate realistic video content featuring custom avatars that can speak in multiple languages. Visper aims to streamline video production for marketing, education, and personal use by leveraging advanced AI to create engaging and professional-quality videos.",654gsD2oyIAgklX16FXM
37,Accepted,,Durable AI,,Action,https://durable.co,https://www.linkedin.com/company/durableteam/,Design/Website/Landing page,,https://twitter.com/DurableAI,https://durable.co/pricing,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710486669467000.jpg?alt=media&token=124f2008-b319-4b73-96a5-998d417654ca,"Durable.co is an AI-powered website builder and small business software that aims to simplify business ownership. It provides powerful AI tools to start, grow, and manage a business with features like an AI website editor, marketing, invoicing, and CRM tools. The platform boasts the ability to generate a professional website in just 30 seconds, offering a user-friendly solution for entrepreneurs looking to establish an online presence quickly and efficiently.",6BnJKoG6mGDXeGoHeGAb
38,Accepted,,Grammarly,,Text,https://www.grammarly.com,https://www.linkedin.com/company/grammarly/,Writing assistant,,https://x.com/Grammarly,https://www.grammarly.com/plans,https://firebasestorage.googleapis.com/v0/b/rock-star-tools-25g0k7.appspot.com/o/users%2FUpWS2PsVQrNFUAdW3GPd8A5WAH73%2Fuploads%2F1710432761482000.jpeg?alt=media&token=a122eb98-2dd5-4c33-8279-90b0c3b2cbe7,"Grammarly is an indispensable writing assistant that empowers users to communicate with confidence. Whether you’re composing emails, academic essays, or professional documents, Grammarly provides AI-driven suggestions to enhance your writing. Its features include spell-checking, grammar correction, style guidance, and even plagiarism detection. The tool seamlessly integrates across various platforms, ensuring that your writing remains polished and error-free. Whether you’re a student, professional, or language enthusiast, Grammarly is your reliable partner in achieving impeccable written communication.",6QAkSJiNVL9c8Z2AayN6
